"","Dates","Year","Month","DayOfMonth","DayOfWeek","Weekday"
"2324",2015-05-14,"2015","05","14","Thu","Weekday"
"2325",2015-05-15,"2015","05","15","Fri","Weekday"
"2326",2015-05-16,"2015","05","16","Sat","Weekend"
"2327",2015-05-17,"2015","05","17","Sun","Weekend"
"2328",2015-05-18,"2015","05","18","Mon","Weekday"
"2329",2015-05-19,"2015","05","19","Tue","Weekday"
"2330",2015-05-20,"2015","05","20","Wed","Weekday"
"2331",2015-05-21,"2015","05","21","Thu","Weekday"
"2332",2015-05-22,"2015","05","22","Fri","Weekday"
"2333",2015-05-23,"2015","05","23","Sat","Weekend"
"2334",2015-05-24,"2015","05","24","Sun","Weekend"
"2335",2015-05-25,"2015","05","25","Mon","Weekday"
"2336",2015-05-26,"2015","05","26","Tue","Weekday"
"2337",2015-05-27,"2015","05","27","Wed","Weekday"
"2338",2015-05-28,"2015","05","28","Thu","Weekday"
"2339",2015-05-29,"2015","05","29","Fri","Weekday"
"2340",2015-05-30,"2015","05","30","Sat","Weekend"
"2341",2015-05-31,"2015","05","31","Sun","Weekend"
"2342",2015-06-01,"2015","06","01","Mon","Weekday"
"2343",2015-06-02,"2015","06","02","Tue","Weekday"
"2344",2015-06-03,"2015","06","03","Wed","Weekday"
"2345",2015-06-04,"2015","06","04","Thu","Weekday"
"2346",2015-06-05,"2015","06","05","Fri","Weekday"
"2347",2015-06-06,"2015","06","06","Sat","Weekend"
"2348",2015-06-07,"2015","06","07","Sun","Weekend"
"2349",2015-06-08,"2015","06","08","Mon","Weekday"
"2350",2015-06-09,"2015","06","09","Tue","Weekday"
"2351",2015-06-10,"2015","06","10","Wed","Weekday"
"2352",2015-06-11,"2015","06","11","Thu","Weekday"
"2353",2015-06-12,"2015","06","12","Fri","Weekday"
"2354",2015-06-13,"2015","06","13","Sat","Weekend"
"2355",2015-06-14,"2015","06","14","Sun","Weekend"
"2356",2015-06-15,"2015","06","15","Mon","Weekday"
"2357",2015-06-16,"2015","06","16","Tue","Weekday"
"2358",2015-06-17,"2015","06","17","Wed","Weekday"
"2359",2015-06-18,"2015","06","18","Thu","Weekday"
"2360",2015-06-19,"2015","06","19","Fri","Weekday"
"2361",2015-06-20,"2015","06","20","Sat","Weekend"
"2362",2015-06-21,"2015","06","21","Sun","Weekend"
"2363",2015-06-22,"2015","06","22","Mon","Weekday"
"2364",2015-06-23,"2015","06","23","Tue","Weekday"
"2365",2015-06-24,"2015","06","24","Wed","Weekday"
"2366",2015-06-25,"2015","06","25","Thu","Weekday"
"2367",2015-06-26,"2015","06","26","Fri","Weekday"
"2368",2015-06-27,"2015","06","27","Sat","Weekend"
"2369",2015-06-28,"2015","06","28","Sun","Weekend"
"2370",2015-06-29,"2015","06","29","Mon","Weekday"
"2371",2015-06-30,"2015","06","30","Tue","Weekday"
"2372",2015-07-01,"2015","07","01","Wed","Weekday"
"2373",2015-07-02,"2015","07","02","Thu","Weekday"
"2374",2015-07-03,"2015","07","03","Fri","Weekday"
"2375",2015-07-04,"2015","07","04","Sat","Weekend"
"2376",2015-07-05,"2015","07","05","Sun","Weekend"
"2377",2015-07-06,"2015","07","06","Mon","Weekday"
"2378",2015-07-07,"2015","07","07","Tue","Weekday"
"2379",2015-07-08,"2015","07","08","Wed","Weekday"
"2380",2015-07-09,"2015","07","09","Thu","Weekday"
"2381",2015-07-10,"2015","07","10","Fri","Weekday"
"2382",2015-07-11,"2015","07","11","Sat","Weekend"
"2383",2015-07-12,"2015","07","12","Sun","Weekend"
"2384",2015-07-13,"2015","07","13","Mon","Weekday"
"2385",2015-07-14,"2015","07","14","Tue","Weekday"
"2386",2015-07-15,"2015","07","15","Wed","Weekday"
"2387",2015-07-16,"2015","07","16","Thu","Weekday"
"2388",2015-07-17,"2015","07","17","Fri","Weekday"
"2389",2015-07-18,"2015","07","18","Sat","Weekend"
"2390",2015-07-19,"2015","07","19","Sun","Weekend"
"2391",2015-07-20,"2015","07","20","Mon","Weekday"
"2392",2015-07-21,"2015","07","21","Tue","Weekday"
"2393",2015-07-22,"2015","07","22","Wed","Weekday"
"2394",2015-07-23,"2015","07","23","Thu","Weekday"
"2395",2015-07-24,"2015","07","24","Fri","Weekday"
"2396",2015-07-25,"2015","07","25","Sat","Weekend"
"2397",2015-07-26,"2015","07","26","Sun","Weekend"
"2398",2015-07-27,"2015","07","27","Mon","Weekday"
"2399",2015-07-28,"2015","07","28","Tue","Weekday"
"2400",2015-07-29,"2015","07","29","Wed","Weekday"
"2401",2015-07-30,"2015","07","30","Thu","Weekday"
"2402",2015-07-31,"2015","07","31","Fri","Weekday"
"2403",2015-08-01,"2015","08","01","Sat","Weekend"
"2404",2015-08-02,"2015","08","02","Sun","Weekend"
"2405",2015-08-03,"2015","08","03","Mon","Weekday"
"2406",2015-08-04,"2015","08","04","Tue","Weekday"
"2407",2015-08-05,"2015","08","05","Wed","Weekday"
"2408",2015-08-06,"2015","08","06","Thu","Weekday"
"2409",2015-08-07,"2015","08","07","Fri","Weekday"
"2410",2015-08-08,"2015","08","08","Sat","Weekend"
"2411",2015-08-09,"2015","08","09","Sun","Weekend"
"2412",2015-08-10,"2015","08","10","Mon","Weekday"
"2413",2015-08-11,"2015","08","11","Tue","Weekday"
"2414",2015-08-12,"2015","08","12","Wed","Weekday"
"2415",2015-08-13,"2015","08","13","Thu","Weekday"
"2416",2015-08-14,"2015","08","14","Fri","Weekday"
"2417",2015-08-15,"2015","08","15","Sat","Weekend"
"2418",2015-08-16,"2015","08","16","Sun","Weekend"
"2419",2015-08-17,"2015","08","17","Mon","Weekday"
"2420",2015-08-18,"2015","08","18","Tue","Weekday"
"2421",2015-08-19,"2015","08","19","Wed","Weekday"
"2422",2015-08-20,"2015","08","20","Thu","Weekday"
"2423",2015-08-21,"2015","08","21","Fri","Weekday"
"2424",2015-08-22,"2015","08","22","Sat","Weekend"
"2425",2015-08-23,"2015","08","23","Sun","Weekend"
"2426",2015-08-24,"2015","08","24","Mon","Weekday"
"2427",2015-08-25,"2015","08","25","Tue","Weekday"
"2428",2015-08-26,"2015","08","26","Wed","Weekday"
"2429",2015-08-27,"2015","08","27","Thu","Weekday"
"2430",2015-08-28,"2015","08","28","Fri","Weekday"
"2431",2015-08-29,"2015","08","29","Sat","Weekend"
"2432",2015-08-30,"2015","08","30","Sun","Weekend"
"2433",2015-08-31,"2015","08","31","Mon","Weekday"
"2434",2015-09-01,"2015","09","01","Tue","Weekday"
"2435",2015-09-02,"2015","09","02","Wed","Weekday"
"2436",2015-09-03,"2015","09","03","Thu","Weekday"
"2437",2015-09-04,"2015","09","04","Fri","Weekday"
"2438",2015-09-05,"2015","09","05","Sat","Weekend"
"2439",2015-09-06,"2015","09","06","Sun","Weekend"
"2440",2015-09-07,"2015","09","07","Mon","Weekday"
"2441",2015-09-08,"2015","09","08","Tue","Weekday"
"2442",2015-09-09,"2015","09","09","Wed","Weekday"
"2443",2015-09-10,"2015","09","10","Thu","Weekday"
"2444",2015-09-11,"2015","09","11","Fri","Weekday"
"2445",2015-09-12,"2015","09","12","Sat","Weekend"
"2446",2015-09-13,"2015","09","13","Sun","Weekend"
"2447",2015-09-14,"2015","09","14","Mon","Weekday"
"2448",2015-09-15,"2015","09","15","Tue","Weekday"
"2449",2015-09-16,"2015","09","16","Wed","Weekday"
"2450",2015-09-17,"2015","09","17","Thu","Weekday"
"2451",2015-09-18,"2015","09","18","Fri","Weekday"
"2452",2015-09-19,"2015","09","19","Sat","Weekend"
"2453",2015-09-20,"2015","09","20","Sun","Weekend"
"2454",2015-09-21,"2015","09","21","Mon","Weekday"
"2455",2015-09-22,"2015","09","22","Tue","Weekday"
"2456",2015-09-23,"2015","09","23","Wed","Weekday"
"2457",2015-09-24,"2015","09","24","Thu","Weekday"
"2458",2015-09-25,"2015","09","25","Fri","Weekday"
"2459",2015-09-26,"2015","09","26","Sat","Weekend"
"2460",2015-09-27,"2015","09","27","Sun","Weekend"
"2461",2015-09-28,"2015","09","28","Mon","Weekday"
"2462",2015-09-29,"2015","09","29","Tue","Weekday"
"2463",2015-09-30,"2015","09","30","Wed","Weekday"
"2464",2015-10-01,"2015","10","01","Thu","Weekday"
"2465",2015-10-02,"2015","10","02","Fri","Weekday"
"2466",2015-10-03,"2015","10","03","Sat","Weekend"
"2467",2015-10-04,"2015","10","04","Sun","Weekend"
"2468",2015-10-05,"2015","10","05","Mon","Weekday"
"2469",2015-10-06,"2015","10","06","Tue","Weekday"
"2470",2015-10-07,"2015","10","07","Wed","Weekday"
"2471",2015-10-08,"2015","10","08","Thu","Weekday"
"2472",2015-10-09,"2015","10","09","Fri","Weekday"
"2473",2015-10-10,"2015","10","10","Sat","Weekend"
"2474",2015-10-11,"2015","10","11","Sun","Weekend"
"2475",2015-10-12,"2015","10","12","Mon","Weekday"
"2476",2015-10-13,"2015","10","13","Tue","Weekday"
"2477",2015-10-14,"2015","10","14","Wed","Weekday"
"2478",2015-10-15,"2015","10","15","Thu","Weekday"
"2479",2015-10-16,"2015","10","16","Fri","Weekday"
"2480",2015-10-17,"2015","10","17","Sat","Weekend"
"2481",2015-10-18,"2015","10","18","Sun","Weekend"
"2482",2015-10-19,"2015","10","19","Mon","Weekday"
"2483",2015-10-20,"2015","10","20","Tue","Weekday"
"2484",2015-10-21,"2015","10","21","Wed","Weekday"
"2485",2015-10-22,"2015","10","22","Thu","Weekday"
"2486",2015-10-23,"2015","10","23","Fri","Weekday"
"2487",2015-10-24,"2015","10","24","Sat","Weekend"
"2488",2015-10-25,"2015","10","25","Sun","Weekend"
"2489",2015-10-26,"2015","10","26","Mon","Weekday"
"2490",2015-10-27,"2015","10","27","Tue","Weekday"
"2491",2015-10-28,"2015","10","28","Wed","Weekday"
"2492",2015-10-29,"2015","10","29","Thu","Weekday"
"2493",2015-10-30,"2015","10","30","Fri","Weekday"
"2494",2015-10-31,"2015","10","31","Sat","Weekend"
"2495",2015-11-01,"2015","11","01","Sun","Weekend"
"2496",2015-11-02,"2015","11","02","Mon","Weekday"
"2497",2015-11-03,"2015","11","03","Tue","Weekday"
"2498",2015-11-04,"2015","11","04","Wed","Weekday"
"2499",2015-11-05,"2015","11","05","Thu","Weekday"
"2500",2015-11-06,"2015","11","06","Fri","Weekday"
"2501",2015-11-07,"2015","11","07","Sat","Weekend"
"2502",2015-11-08,"2015","11","08","Sun","Weekend"
"2503",2015-11-09,"2015","11","09","Mon","Weekday"
"2504",2015-11-10,"2015","11","10","Tue","Weekday"
"2505",2015-11-11,"2015","11","11","Wed","Weekday"
"2506",2015-11-12,"2015","11","12","Thu","Weekday"
"2507",2015-11-13,"2015","11","13","Fri","Weekday"
"2508",2015-11-14,"2015","11","14","Sat","Weekend"
"2509",2015-11-15,"2015","11","15","Sun","Weekend"
"2510",2015-11-16,"2015","11","16","Mon","Weekday"
"2511",2015-11-17,"2015","11","17","Tue","Weekday"
"2512",2015-11-18,"2015","11","18","Wed","Weekday"
"2513",2015-11-19,"2015","11","19","Thu","Weekday"
"2514",2015-11-20,"2015","11","20","Fri","Weekday"
"2515",2015-11-21,"2015","11","21","Sat","Weekend"
"2516",2015-11-22,"2015","11","22","Sun","Weekend"
"2517",2015-11-23,"2015","11","23","Mon","Weekday"
"2518",2015-11-24,"2015","11","24","Tue","Weekday"
"2519",2015-11-25,"2015","11","25","Wed","Weekday"
"2520",2015-11-26,"2015","11","26","Thu","Weekday"
"2521",2015-11-27,"2015","11","27","Fri","Weekday"
"2522",2015-11-28,"2015","11","28","Sat","Weekend"
"2523",2015-11-29,"2015","11","29","Sun","Weekend"
"2524",2015-11-30,"2015","11","30","Mon","Weekday"
"2525",2015-12-01,"2015","12","01","Tue","Weekday"
"2526",2015-12-02,"2015","12","02","Wed","Weekday"
"2527",2015-12-03,"2015","12","03","Thu","Weekday"
"2528",2015-12-04,"2015","12","04","Fri","Weekday"
"2529",2015-12-05,"2015","12","05","Sat","Weekend"
"2530",2015-12-06,"2015","12","06","Sun","Weekend"
"2531",2015-12-07,"2015","12","07","Mon","Weekday"
"2532",2015-12-08,"2015","12","08","Tue","Weekday"
"2533",2015-12-09,"2015","12","09","Wed","Weekday"
"2534",2015-12-10,"2015","12","10","Thu","Weekday"
"2535",2015-12-11,"2015","12","11","Fri","Weekday"
"2536",2015-12-12,"2015","12","12","Sat","Weekend"
"2537",2015-12-13,"2015","12","13","Sun","Weekend"
"2538",2015-12-14,"2015","12","14","Mon","Weekday"
"2539",2015-12-15,"2015","12","15","Tue","Weekday"
"2540",2015-12-16,"2015","12","16","Wed","Weekday"
"2541",2015-12-17,"2015","12","17","Thu","Weekday"
"2542",2015-12-18,"2015","12","18","Fri","Weekday"
"2543",2015-12-19,"2015","12","19","Sat","Weekend"
"2544",2015-12-20,"2015","12","20","Sun","Weekend"
"2545",2015-12-21,"2015","12","21","Mon","Weekday"
"2546",2015-12-22,"2015","12","22","Tue","Weekday"
"2547",2015-12-23,"2015","12","23","Wed","Weekday"
"2548",2015-12-24,"2015","12","24","Thu","Weekday"
"2549",2015-12-25,"2015","12","25","Fri","Weekday"
"2550",2015-12-26,"2015","12","26","Sat","Weekend"
"2551",2015-12-27,"2015","12","27","Sun","Weekend"
"2552",2015-12-28,"2015","12","28","Mon","Weekday"
"2553",2015-12-29,"2015","12","29","Tue","Weekday"
"2554",2015-12-30,"2015","12","30","Wed","Weekday"
"2555",2015-12-31,"2015","12","31","Thu","Weekday"
"2556",2016-01-01,"2016","01","01","Fri","Weekday"
"2557",2016-01-02,"2016","01","02","Sat","Weekend"
"2558",2016-01-03,"2016","01","03","Sun","Weekend"
"2559",2016-01-04,"2016","01","04","Mon","Weekday"
"2560",2016-01-05,"2016","01","05","Tue","Weekday"
"2561",2016-01-06,"2016","01","06","Wed","Weekday"
"2562",2016-01-07,"2016","01","07","Thu","Weekday"
"2563",2016-01-08,"2016","01","08","Fri","Weekday"
"2564",2016-01-09,"2016","01","09","Sat","Weekend"
"2565",2016-01-10,"2016","01","10","Sun","Weekend"
"2566",2016-01-11,"2016","01","11","Mon","Weekday"
"2567",2016-01-12,"2016","01","12","Tue","Weekday"
"2568",2016-01-13,"2016","01","13","Wed","Weekday"
"2569",2016-01-14,"2016","01","14","Thu","Weekday"
"2570",2016-01-15,"2016","01","15","Fri","Weekday"
"2571",2016-01-16,"2016","01","16","Sat","Weekend"
"2572",2016-01-17,"2016","01","17","Sun","Weekend"
"2573",2016-01-18,"2016","01","18","Mon","Weekday"
"2574",2016-01-19,"2016","01","19","Tue","Weekday"
"2575",2016-01-20,"2016","01","20","Wed","Weekday"
"2576",2016-01-21,"2016","01","21","Thu","Weekday"
"2577",2016-01-22,"2016","01","22","Fri","Weekday"
"2578",2016-01-23,"2016","01","23","Sat","Weekend"
"2579",2016-01-24,"2016","01","24","Sun","Weekend"
"2580",2016-01-25,"2016","01","25","Mon","Weekday"
"2581",2016-01-26,"2016","01","26","Tue","Weekday"
"2582",2016-01-27,"2016","01","27","Wed","Weekday"
"2583",2016-01-28,"2016","01","28","Thu","Weekday"
"2584",2016-01-29,"2016","01","29","Fri","Weekday"
"2585",2016-01-30,"2016","01","30","Sat","Weekend"
"2586",2016-01-31,"2016","01","31","Sun","Weekend"
"2587",2016-02-01,"2016","02","01","Mon","Weekday"
"2588",2016-02-02,"2016","02","02","Tue","Weekday"
"2589",2016-02-03,"2016","02","03","Wed","Weekday"
"2590",2016-02-04,"2016","02","04","Thu","Weekday"
"2591",2016-02-05,"2016","02","05","Fri","Weekday"
"2592",2016-02-06,"2016","02","06","Sat","Weekend"
"2593",2016-02-07,"2016","02","07","Sun","Weekend"
"2594",2016-02-08,"2016","02","08","Mon","Weekday"
"2595",2016-02-09,"2016","02","09","Tue","Weekday"
"2596",2016-02-10,"2016","02","10","Wed","Weekday"
"2597",2016-02-11,"2016","02","11","Thu","Weekday"
"2598",2016-02-12,"2016","02","12","Fri","Weekday"
"2599",2016-02-13,"2016","02","13","Sat","Weekend"
"2600",2016-02-14,"2016","02","14","Sun","Weekend"
"2601",2016-02-15,"2016","02","15","Mon","Weekday"
"2602",2016-02-16,"2016","02","16","Tue","Weekday"
"2603",2016-02-17,"2016","02","17","Wed","Weekday"
"2604",2016-02-18,"2016","02","18","Thu","Weekday"
"2605",2016-02-19,"2016","02","19","Fri","Weekday"
"2606",2016-02-20,"2016","02","20","Sat","Weekend"
"2607",2016-02-21,"2016","02","21","Sun","Weekend"
"2608",2016-02-22,"2016","02","22","Mon","Weekday"
"2609",2016-02-23,"2016","02","23","Tue","Weekday"
"2610",2016-02-24,"2016","02","24","Wed","Weekday"
"2611",2016-02-25,"2016","02","25","Thu","Weekday"
"2612",2016-02-26,"2016","02","26","Fri","Weekday"
"2613",2016-02-27,"2016","02","27","Sat","Weekend"
"2614",2016-02-28,"2016","02","28","Sun","Weekend"
"2615",2016-02-29,"2016","02","29","Mon","Weekday"
"2616",2016-03-01,"2016","03","01","Tue","Weekday"
"2617",2016-03-02,"2016","03","02","Wed","Weekday"
"2618",2016-03-03,"2016","03","03","Thu","Weekday"
"2619",2016-03-04,"2016","03","04","Fri","Weekday"
"2620",2016-03-05,"2016","03","05","Sat","Weekend"
"2621",2016-03-06,"2016","03","06","Sun","Weekend"
"2622",2016-03-07,"2016","03","07","Mon","Weekday"
"2623",2016-03-08,"2016","03","08","Tue","Weekday"
"2624",2016-03-09,"2016","03","09","Wed","Weekday"
"2625",2016-03-10,"2016","03","10","Thu","Weekday"
"2626",2016-03-11,"2016","03","11","Fri","Weekday"
"2627",2016-03-12,"2016","03","12","Sat","Weekend"
"2628",2016-03-13,"2016","03","13","Sun","Weekend"
"2629",2016-03-14,"2016","03","14","Mon","Weekday"
"2630",2016-03-15,"2016","03","15","Tue","Weekday"
"2631",2016-03-16,"2016","03","16","Wed","Weekday"
"2632",2016-03-17,"2016","03","17","Thu","Weekday"
"2633",2016-03-18,"2016","03","18","Fri","Weekday"
"2634",2016-03-19,"2016","03","19","Sat","Weekend"
"2635",2016-03-20,"2016","03","20","Sun","Weekend"
"2636",2016-03-21,"2016","03","21","Mon","Weekday"
"2637",2016-03-22,"2016","03","22","Tue","Weekday"
"2638",2016-03-23,"2016","03","23","Wed","Weekday"
"2639",2016-03-24,"2016","03","24","Thu","Weekday"
"2640",2016-03-25,"2016","03","25","Fri","Weekday"
"2641",2016-03-26,"2016","03","26","Sat","Weekend"
"2642",2016-03-27,"2016","03","27","Sun","Weekend"
"2643",2016-03-28,"2016","03","28","Mon","Weekday"
"2644",2016-03-29,"2016","03","29","Tue","Weekday"
"2645",2016-03-30,"2016","03","30","Wed","Weekday"
"2646",2016-03-31,"2016","03","31","Thu","Weekday"
"2647",2016-04-01,"2016","04","01","Fri","Weekday"
"2648",2016-04-02,"2016","04","02","Sat","Weekend"
"2649",2016-04-03,"2016","04","03","Sun","Weekend"
"2650",2016-04-04,"2016","04","04","Mon","Weekday"
"2651",2016-04-05,"2016","04","05","Tue","Weekday"
"2652",2016-04-06,"2016","04","06","Wed","Weekday"
"2653",2016-04-07,"2016","04","07","Thu","Weekday"
"2654",2016-04-08,"2016","04","08","Fri","Weekday"
"2655",2016-04-09,"2016","04","09","Sat","Weekend"
"2656",2016-04-10,"2016","04","10","Sun","Weekend"
"2657",2016-04-11,"2016","04","11","Mon","Weekday"
"2658",2016-04-12,"2016","04","12","Tue","Weekday"
"2659",2016-04-13,"2016","04","13","Wed","Weekday"
"2660",2016-04-14,"2016","04","14","Thu","Weekday"
"2661",2016-04-15,"2016","04","15","Fri","Weekday"
"2662",2016-04-16,"2016","04","16","Sat","Weekend"
"2663",2016-04-17,"2016","04","17","Sun","Weekend"
"2664",2016-04-18,"2016","04","18","Mon","Weekday"
"2665",2016-04-19,"2016","04","19","Tue","Weekday"
"2666",2016-04-20,"2016","04","20","Wed","Weekday"
"2667",2016-04-21,"2016","04","21","Thu","Weekday"
"2668",2016-04-22,"2016","04","22","Fri","Weekday"
"2669",2016-04-23,"2016","04","23","Sat","Weekend"
"2670",2016-04-24,"2016","04","24","Sun","Weekend"
"2671",2016-04-25,"2016","04","25","Mon","Weekday"
"2672",2016-04-26,"2016","04","26","Tue","Weekday"
"2673",2016-04-27,"2016","04","27","Wed","Weekday"
"2674",2016-04-28,"2016","04","28","Thu","Weekday"
"2675",2016-04-29,"2016","04","29","Fri","Weekday"
"2676",2016-04-30,"2016","04","30","Sat","Weekend"
"2677",2016-05-01,"2016","05","01","Sun","Weekend"
"2678",2016-05-02,"2016","05","02","Mon","Weekday"
"2679",2016-05-03,"2016","05","03","Tue","Weekday"
"2680",2016-05-04,"2016","05","04","Wed","Weekday"
"2681",2016-05-05,"2016","05","05","Thu","Weekday"
"2682",2016-05-06,"2016","05","06","Fri","Weekday"
"2683",2016-05-07,"2016","05","07","Sat","Weekend"
"2684",2016-05-08,"2016","05","08","Sun","Weekend"
"2685",2016-05-09,"2016","05","09","Mon","Weekday"
"2686",2016-05-10,"2016","05","10","Tue","Weekday"
"2687",2016-05-11,"2016","05","11","Wed","Weekday"
"2688",2016-05-12,"2016","05","12","Thu","Weekday"
"2689",2016-05-13,"2016","05","13","Fri","Weekday"
"2690",2016-05-14,"2016","05","14","Sat","Weekend"
"2691",2016-05-15,"2016","05","15","Sun","Weekend"
"2692",2016-05-16,"2016","05","16","Mon","Weekday"
"2693",2016-05-17,"2016","05","17","Tue","Weekday"
"2694",2016-05-18,"2016","05","18","Wed","Weekday"
"2695",2016-05-19,"2016","05","19","Thu","Weekday"
"2696",2016-05-20,"2016","05","20","Fri","Weekday"
"2697",2016-05-21,"2016","05","21","Sat","Weekend"
"2698",2016-05-22,"2016","05","22","Sun","Weekend"
"2699",2016-05-23,"2016","05","23","Mon","Weekday"
"2700",2016-05-24,"2016","05","24","Tue","Weekday"
"2701",2016-05-25,"2016","05","25","Wed","Weekday"
"2702",2016-05-26,"2016","05","26","Thu","Weekday"
"2703",2016-05-27,"2016","05","27","Fri","Weekday"
"2704",2016-05-28,"2016","05","28","Sat","Weekend"
"2705",2016-05-29,"2016","05","29","Sun","Weekend"
"2706",2016-05-30,"2016","05","30","Mon","Weekday"
"2707",2016-05-31,"2016","05","31","Tue","Weekday"
"2708",2016-06-01,"2016","06","01","Wed","Weekday"
"2709",2016-06-02,"2016","06","02","Thu","Weekday"
"2710",2016-06-03,"2016","06","03","Fri","Weekday"
"2711",2016-06-04,"2016","06","04","Sat","Weekend"
"2712",2016-06-05,"2016","06","05","Sun","Weekend"
"2713",2016-06-06,"2016","06","06","Mon","Weekday"
"2714",2016-06-07,"2016","06","07","Tue","Weekday"
"2715",2016-06-08,"2016","06","08","Wed","Weekday"
"2716",2016-06-09,"2016","06","09","Thu","Weekday"
"2717",2016-06-10,"2016","06","10","Fri","Weekday"
"2718",2016-06-11,"2016","06","11","Sat","Weekend"
"2719",2016-06-12,"2016","06","12","Sun","Weekend"
"2720",2016-06-13,"2016","06","13","Mon","Weekday"
"2721",2016-06-14,"2016","06","14","Tue","Weekday"
"2722",2016-06-15,"2016","06","15","Wed","Weekday"
"2723",2016-06-16,"2016","06","16","Thu","Weekday"
"2724",2016-06-17,"2016","06","17","Fri","Weekday"
"2725",2016-06-18,"2016","06","18","Sat","Weekend"
